ID,Club,POS,GP,GS,A,GWA,HmA,RdA,A/90min,Timestamp
Eric Brunner,CLB,D,14,13,0,0,0,0,0,2010
Diego Saric,TOR,M,17,15,0,0,0,0,0,2010
Julien Baudet,COL,D,18,14,0,0,0,0,0,2010
Emmanuel Ekpo,CLB,M,24,13,0,0,0,0,0,2010
Carey Talley,DC,D,16,14,0,0,0,0,0,2010
Jed Zayner,CLB,D,17,12,0,0,0,0,0,2010
Chris Leitch,SJ,D,15,15,0,0,0,0,0,2010
Zack Schilawski,NE,F,25,15,0,0,0,0,0,2010
Wells Thompson,COL,D,27,13,0,0,0,0,0,2010
Andrew Jacobson,PHI,M,25,13,0,0,0,0,0,2010
A.J. DeLaGarza,HOU,D,17,14,0,0,0,0,0,2010
Geoff Cameron,HOU,D,16,15,0,0,0,0,0,2010
Paulo Nagamura,CHV,M,15,15,0,0,0,0,0,2010
Cristian Arrieta,PHI,D,16,15,0,0,0,0,0,2010
Jesus Padilla,CHV,M,26,14,0,0,0,0,0,2010
Gregg Berhalter,LA,D,16,16,0,0,0,0,0,2010
Devon McTavish,DC,D,19,16,0,0,0,0,0,2010
Danny Earls,COL,D,18,15,0,0,0,0,0,2010
Shavar Thomas,KC,D,17,16,0,0,0,0,0,2010
Danny Allsopp,DC,F,23,18,0,0,0,0,0,2010
Clyde Simms,DC,M,20,18,0,0,0,0,0,2010
Robbie Rogers,CLB,D,20,17,0,0,0,0,0,2010
Kurt Morsink,DC,M,20,18,0,0,0,0,0,2010
Ugo Ihemelu,DAL,D,19,18,0,0,0,0,0,2010
Seth Sinovic,SKC,D,20,18,0,0,0,0,0,2010
Dejan Jakovic,LAFC,D,19,18,0,0,0,0,0,2010
Jordan Graye,DC,D,20,20,0,0,0,0,0,2010
Jack Jewsbury,KC,M,29,17,0,0,0,0,0,2010
Julius James,DC,D,22,16,0,0,0,0,0,2010
Zach Loyd,DAL,D,24,19,0,0,0,0,0,2010
Darrius Barnes,NE,D,21,20,0,0,0,0,0,2010
Chris Wingert,RSL,D,24,22,0,0,0,0,0,2010
Wilman Conde,CHI,D,25,22,0,0,0,0,0,2010
Patrick Ianni,SEA,D-M,25,24,0,0,0,0,0,2010
Stefani Miglioranzi,PHI,M,26,25,0,0,0,0,0,2010
Daniel Hernandez,DAL,M,24,24,0,0,0,0,0,2010
Nana Attakora,TOR,D,25,24,0,0,0,0,0,2010
George John,DAL,D,25,25,0,0,0,0,0,2010
Cory Gibbs,NE,D,25,25,0,0,0,0,0,2010
Jimmy Conrad,KC,D,26,26,0,0,0,0,0,2010
C.J. Brown,CHI,D,26,26,0,0,0,0,0,2010
Adrian Cann,TOR,D,26,26,0,0,0,0,0,2010
Marvell Wynne,COL,D,27,27,0,0,0,0,0,2010
Brian Carroll,CLB,M,28,27,0,0,0,0,0,2010
Jámison Olave,RSL,D,27,27,0,0,0,0,0,2010
Michael Umaña,CHV,D,28,28,0,0,0,0,0,2010
Omar Gonzalez,USA,D,28,28,0,0,0,0,0,2010
Michael Orozco Fiscal,USA,D,29,29,0,0,0,0,0,2010
Nat Borchers,RSL,D,30,30,0,0,0,0,0,2010
Drew Moor,TOR,D,30,30,0,0,0,0,0,2010
Tim Ream,NY,D,30,30,0,0,0,0,0,2010
Brad Davis,HOU,M,34,34,16,6,13,3,0.5,2011
David Beckham,LA,M,26,25,15,7,10,5,0.61,2011
Mauro Rosales,SEA,M,26,22,13,4,9,4,0.63,2011
Dwayne De Rosario,DC,M,33,31,12,4,8,4,0.39,2011
Davide Chiumiento,VAN,M,26,20,9,1,6,3,0.48,2011
Patrick Nyarko,CHI,F-M,30,24,9,2,1,8,0.36,2011
Fredy Montero,VAN,F,30,27,9,2,5,4,0.35,2011
Kyle Beckerman,RSL,M,29,27,9,6,9,0,0.33,2011
Sébastien Le Toux,PHI,F,34,34,9,3,3,6,0.26,2011
Jack Jewsbury,POR,M,31,31,8,3,6,2,0.26,2011
Steven Beitashour,LAFC,D,19,19,7,1,5,2,0.38,2011
Josh Wolff,DC,F,30,23,7,2,5,2,0.33,2011
Benny Feilhaber,COL,M,23,23,7,0,3,4,0.31,2011
Robbie Rogers,CLB,D,27,24,7,1,4,3,0.28,2011
Graham Zusi,SKC,M,32,25,7,4,6,1,0.27,2011
Dane Richards,NY,M,27,27,7,2,5,2,0.27,2011
Ante Jazic,CHV,D,28,28,7,3,4,3,0.26,2011
Jan Gunnar Solli,NY,D,31,31,7,4,4,3,0.24,2011
Joel Lindpere,NY,M,34,34,7,1,4,3,0.21,2011
Omar Cummings,COL,F,26,18,6,1,4,2,0.32,2011
Dax McCarty,CHI,M,29,25,6,1,4,2,0.25,2011
Kalif Alhassan,POR,M,32,27,6,3,6,0,0.23,2011
Andy Najar,DC,M-F,31,28,6,3,5,1,0.21,2011
Nick LaBrocca,CHV,M,34,34,6,0,1,5,0.18,2011
Pável Pardo,CHI,M,13,12,5,1,4,1,0.43,2011
Collen Warner,RSL,M,24,15,5,2,1,4,0.41,2011
Brad Evans,SEA,D-M,20,17,5,4,3,2,0.3,2011
Nick Soolsma,TOR,F,23,18,5,2,3,2,0.29,2011
Chad Barrett,LA,F,27,20,5,2,4,1,0.28,2011
Sanna Nyassi,COL,M,26,17,5,1,4,1,0.28,2011
Rafa Márquez,NY,M,19,19,5,0,4,1,0.27,2011
Joao Plata,RSL,F,26,21,5,1,2,3,0.26,2011
Andrew Jacobson,DAL,M,27,22,5,2,2,3,0.24,2011
Justin Braun,CHV,F,29,22,5,3,2,3,0.22,2011
CJ Sapong,CHI,F,34,22,5,2,1,4,0.21,2011
Chris Pontius,LA,M,25,25,5,1,0,5,0.21,2011
Jordan Harvey,LAFC,D,30,30,5,1,3,2,0.18,2011
Gonzalo Segares,CHI,D,33,33,5,3,2,3,0.15,2011
Geoff Cameron,HOU,D,33,33,5,2,3,2,0.15,2011
Paulo Jr.,RSL,F,11,5,4,1,3,1,0.77,2011
Sebastián Grazzini,CHI,M,11,11,4,0,3,1,0.46,2011
Nizar Khalfan,VAN,M,22,9,4,0,3,1,0.34,2011
Santino Quaranta,DC,M-F,21,10,4,0,2,2,0.33,2011
Jamie Smith,COL,M,20,18,4,1,1,3,0.24,2011
Danny Mwanga,PHI,F,28,13,4,2,2,2,0.23,2011
Justin Mapp,PHI,M,29,24,4,1,2,2,0.19,2011
Ben Zemanski,CHV,M,28,23,4,1,2,2,0.18,2011
Ryan Johnson,SJ,F,26,24,4,1,2,2,0.17,2011
Chris Tierney,NE,D-M,27,25,4,1,0,4,0.16,2011
Kei Kamara,COL,F,30,24,4,1,2,2,0.16,2011
Khari Stephenson,SJ,M,31,27,4,0,3,1,0.16,2011
Thierry Henry,NY,F,26,26,4,1,2,2,0.16,2011
Diego Chara,POR,M,28,27,4,1,3,1,0.15,2011
Zach Loyd,DAL,D,30,28,4,2,2,2,0.15,2011
Pablo Mastroeni,COL,M,30,30,4,1,2,2,0.14,2011
Marvin Chávez,DAL,M,31,30,4,1,2,2,0.14,2011
Brek Shea,ATL,D,31,30,4,2,1,3,0.14,2011
Daniel Hernandez,DAL,M,30,30,4,2,3,1,0.13,2011
Todd Dunivant,LA,D,32,32,4,1,1,3,0.13,2011
Atiba Harris,VAN,D,5,5,3,0,3,0,0.61,2011
Javier Morales,RSL,M,10,9,3,1,1,2,0.34,2011
Blair Gavin,CHV,M,18,11,3,0,2,1,0.28,2011
Joey Gjertsen,SJ,M,18,13,3,0,1,2,0.28,2011
Rafael Baca,SJ,M,15,11,3,1,1,2,0.26,2011
Danny Cruz,HOU,M-F,20,13,3,2,2,1,0.23,2011
Steven Lenhart,SJ,F,14,13,3,1,2,1,0.23,2011
Miguel López,LA,M,24,14,3,1,1,2,0.23,2011
Terry Dunfield,TOR,M,18,13,3,0,2,1,0.23,2011
Kyle Nakazawa,PHI,M,22,14,3,0,1,2,0.22,2011
Veljko Paunovic,PHI,F,17,16,3,0,3,0,0.22,2011
Eric Avila,DAL,M,22,13,3,0,3,0,0.21,2011
Julian de Guzman,TOR,M,19,16,3,0,2,1,0.2,2011
Michael Lahoud,CHV,M,23,17,3,0,2,1,0.2,2011
Fabian Castillo,DAL,M-F,21,16,3,2,3,0,0.2,2011
Dilly Duka,CLB,M,22,16,3,2,3,0,0.19,2011
Pat Phelan,NE,M-D,20,15,3,0,1,2,0.19,2011
Jacob Peterson,SJ,F,22,18,3,0,2,1,0.18,2011
Michael Farfan,PHI,M,21,13,3,0,2,1,0.18,2011
Colin Clark,HOU,M,29,17,3,1,2,1,0.18,2011
Sal Zizzo,POR,D,30,14,3,0,2,1,0.18,2011
Luke Rodgers,NY,F,23,20,3,0,2,1,0.17,2011
Darlington Nagbe,ATL,M,28,21,3,1,2,1,0.16,2011
Shea Salinas,SJ,M,26,18,3,1,1,2,0.16,2011
Danleigh Borman,NY,D,24,19,3,0,2,1,0.16,2011
Jeremy Hall,DAL,D-M,21,19,3,0,1,2,0.16,2011
Teal Bunbury,NE,F,29,20,3,0,1,2,0.15,2011
Landon Donovan,LA,M-F,23,21,3,1,2,1,0.14,2011
Wells Thompson,COL,D,31,22,3,2,1,2,0.14,2011
Roger Espinoza,SKC,M,24,24,3,0,1,2,0.14,2011
Fabian Espindola,RSL,F,27,25,3,0,2,1,0.13,2011
Jair Benítez,DAL,D,27,25,3,1,0,3,0.12,2011
Sean Franklin,LA,D,28,25,3,2,2,1,0.12,2011
Camilo Sanvezzo,VAN,F,32,29,3,0,2,1,0.11,2011
Heath Pearce,CHV,D,30,29,3,0,0,3,0.1,2011
Chris Wondolowski,SJ,F,30,30,3,0,3,0,0.1,2011
Roy Miller,NY,D,30,30,3,0,1,2,0.1,2011
Sheanon Williams,PHI,D-M,32,32,3,0,2,1,0.1,2011
Osvaldo Alonso,MIN,M,33,32,3,0,3,0,0.09,2011
Sebastián Miranda,CLB,D,34,34,3,1,1,2,0.09,2011
Francisco Mendoza,CHV,M,12,2,2,0,2,0,0.64,2011
Long Tan,VAN,F,13,4,2,1,1,1,0.41,2011
Mariano Trujillo,CHV,D,12,0,2,0,1,1,0.4,2011
Steve Zakuani,SEA,M,6,6,2,0,0,2,0.4,2011
Bruno Guarda,DAL,M,11,5,2,0,0,2,0.36,2011
Justin Meram,CLB,M,17,4,2,0,0,2,0.35,2011
Luiz Camargo,HOU,M,7,6,2,1,1,1,0.35,2011
O'Brian White,SEA,F,7,7,2,2,1,1,0.35,2011
Anthony Ampaipitakwong,SJ,M,12,5,2,0,0,2,0.33,2011
Bryan Jordan,LA,D,13,5,2,0,2,0,0.31,2011
Orr Barouch,CHI,F,28,2,2,1,1,1,0.29,2011
Jean-Marc Alexandre,HAI,F,19,9,2,0,1,1,0.26,2011
Blake Brettschneider,DC,F,15,9,2,1,0,2,0.23,2011
Milos Stojcev,KC,M,12,11,2,0,0,2,0.23,2011
Baggio Husidic,CHI,M,18,9,2,0,1,1,0.23,2011
Gaston Puerari,CHI,F,14,10,2,0,0,2,0.22,2011
Nate Jaqua,SEA,F,23,7,2,1,0,2,0.21,2011
Keon Daniel,PHI,M,18,9,2,1,0,2,0.2,2011
Ashtone Morgan,TOR,D,14,9,2,0,1,1,0.2,2011
Roger Torres,PHI,M,25,9,2,2,2,0,0.19,2011
Austin da Luz,DC,M,21,9,2,0,0,2,0.18,2011
Milton Caraglio,NE,F,12,12,2,1,1,1,0.18,2011
Lamar Neagle,SEA,M,23,9,2,1,1,1,0.18,2011
Dejan Rusmir,CLB,M,18,13,2,1,1,1,0.18,2011
Chris Korb,DC,D,12,12,2,0,1,1,0.18,2011
Mike Fucito,SEA,F,19,13,2,0,1,1,0.17,2011
Roger Levesque,SEA,M,19,9,2,1,2,0,0.17,2011
Abdoulie Mansally,NE,D,25,9,2,0,2,0,0.16,2011
Emilio Rentería,CLB,F,18,14,2,1,0,2,0.16,2011
Je-Vaughn Watson,HOU,D,22,11,2,0,1,1,0.15,2011
Stephen Keel,NY,D,16,13,2,2,1,1,0.15,2011
Ricardo Villar,DAL,M,20,14,2,1,0,2,0.14,2011
Juan Agudelo,NE,F,27,12,2,1,0,2,0.13,2011
Mike Chabala,HOU,D,21,15,2,1,2,0,0.13,2011
Marcos Mondaini,CHV,F,24,20,2,0,2,0,0.12,2011
Caleb Folan,COL,F,26,16,2,2,0,2,0.12,2011
Davy Arnaud,KC,M,22,16,2,0,1,1,0.12,2011
Gabriel Farfan,CHV,M,22,18,2,1,1,1,0.11,2011
Bobby Convey,SJ,M,21,19,2,0,2,0,0.1,2011
Simon Dawkins,SJ,M,26,19,2,1,1,1,0.1,2011
Robbie Russell,RSL,D,26,22,2,1,2,0,0.1,2011
Josh Gardner,CLB,M,22,21,2,2,1,1,0.1,2011
Simon Elliott,CHV,M,24,21,2,0,0,2,0.1,2011
Eric Hassli,VAN,F,26,21,2,0,2,0,0.1,2011
Erik Friberg,SEA,M,26,23,2,0,0,2,0.09,2011
Sam Cronin,SJ,M,27,22,2,1,1,1,0.09,2011
Hunter Freeman,HOU,D,23,22,2,0,2,0,0.09,2011
Alvaro Saborio,RSL,F,23,22,2,0,2,0,0.09,2011
Jackson Goncalves,DAL,M,28,22,2,0,1,1,0.09,2011
Rodney Wallace,SKC,D,25,22,2,0,0,2,0.09,2011
Maicon Santos,DAL,F,30,24,2,0,0,2,0.09,2011
Tyson Wahl,SEA,D,23,22,2,2,1,1,0.09,2011
Alejandro Moreno,CHV,F,24,22,2,1,2,0,0.09,2011
Andrés Mendoza,CLB,F,29,25,2,1,2,0,0.09,2011
Júlio César,KC,D,27,25,2,1,2,0,0.08,2011
Omar Bravo,KC,F,27,26,2,1,1,1,0.08,2011
Jorge Perlaza,POR,F,31,26,2,0,1,1,0.08,2011
Marco Pappa,CHI,M,29,27,2,0,1,1,0.08,2011
Teemu Tainio,NY,M,28,28,2,1,1,1,0.07,2011
Emmanuel Ekpo,CLB,M,32,29,2,0,2,0,0.07,2011
Marvell Wynne,COL,D,29,28,2,0,2,0,0.07,2011
Ramiro Corrales,SJ,M,29,29,2,0,1,1,0.07,2011
Juninho,LA,M,30,30,2,0,0,2,0.07,2011
Kenny Cooper,POR,F,34,29,2,0,1,1,0.07,2011
James Riley,SEA,D,29,29,2,2,2,0,0.07,2011
Dominic Oduro,CHI,M,34,29,2,0,0,2,0.07,2011
Ugo Ihemelu,DAL,D,31,30,2,0,1,1,0.07,2011
Matt Besler,SKC,D,32,32,2,1,1,1,0.06,2011
Gerson Mayen,SLV,M,4,1,1,0,1,0,0.85,2011
Jack Stewart,DAL,D,2,1,1,0,0,1,0.83,2011
Brian Umony,POR,F,6,0,1,0,0,1,0.69,2011
Nelson González,RSL,M,6,2,1,0,0,1,0.52,2011
Marko Perovic,NE,M,4,4,1,0,0,1,0.34,2011
Robbie Keane,LA,F,4,3,1,1,1,0,0.33,2011
Jed Zayner,DC,D,4,4,1,0,1,0,0.29,2011
Diego Fagundez,NE,M,6,3,1,0,0,1,0.29,2011
Ruben Luna,DAL,F,15,2,1,1,1,0,0.22,2011
Michael Videira,CHI,M,9,7,1,0,1,0,0.18,2011
Omar Salgado,VAN,F,14,5,1,0,1,0,0.18,2011
David Ferreira,DAL,M,6,6,1,0,0,1,0.18,2011
Quincy Amarikwa,DC,F,15,5,1,0,1,0,0.18,2011
Milton Rodriguez,DAL,F,13,5,1,1,0,1,0.18,2011
Monsef Zerka,NE,F,7,7,1,1,1,0,0.18,2011
Adam Cristman,LA,F,11,5,1,1,1,0,0.17,2011
Corben Bone,CIN,M,10,7,1,0,0,1,0.17,2011
Daniel Cruz,DAL,M,10,6,1,0,0,1,0.17,2011
Paulo Nagamura,CHV,M,11,6,1,1,1,0,0.17,2011
Gianluca Zavarise,TOR,M,14,4,1,0,1,0,0.16,2011
Jéferson,KC,M,9,8,1,1,1,0,0.16,2011
Carlo Costly,HOU,F,11,7,1,0,1,0,0.16,2011
Jeff Cunningham,CLB,F,21,4,1,0,1,0,0.15,2011
Fred,DC,M,17,5,1,0,0,1,0.15,2011
Freddy Adu,PHI,F,11,6,1,0,0,1,0.15,2011
Bernardo Añor,CLB,M,13,6,1,1,0,1,0.14,2011
Matt Stinson,TOR,M,13,5,1,1,1,0,0.13,2011
Didier Domi,NE,D,9,8,1,0,0,1,0.13,2011
Anthony Wallace,COL,D,10,8,1,1,1,0,0.13,2011
Arturo Alvarez,RSL,M,16,8,1,0,1,0,0.12,2011
Alan Gordon,SJ,F,10,8,1,0,1,0,0.12,2011
Gregg Berhalter,LA,D,10,8,1,1,1,0,0.12,2011
Danny Koevermans,TOR,F,10,9,1,0,1,0,0.12,2011
Birahim Diop,KC,M,18,8,1,0,0,1,0.12,2011
Wes Knight,VAN,D,12,10,1,0,1,0,0.11,2011
Conor Casey,COL,F,14,11,1,1,1,0,0.11,2011
Jermaine Taylor,HOU,D,13,10,1,0,0,1,0.1,2011
Leonardo González,SEA,D,14,12,1,1,1,0,0.08,2011
Michael Stephens,LA,M,25,12,1,0,0,1,0.08,2011
Chris Leitch,SJ,D,14,12,1,1,0,1,0.08,2011
Marc Burch,DC,D,17,11,1,0,1,0,0.08,2011
Torsten Frings,TOR,M,13,13,1,0,0,1,0.08,2011
Zack Schilawski,NE,F,25,13,1,0,0,1,0.08,2011
Adam Moffat,HOU,M,17,12,1,0,0,1,0.07,2011
Brian Ching,HOU,F,20,15,1,1,1,0,0.07,2011
Kevin Burns,CLB,M,19,15,1,1,1,0,0.07,2011
Mikael Yourassowsky,TOR,D,21,13,1,0,0,1,0.07,2011
Tom Heinemann,CLB,F,28,12,1,0,1,0,0.07,2011
Zak Boggs,NE,M,20,16,1,1,1,0,0.07,2011
Stephen McCarthy,NE,D,21,18,1,0,0,1,0.06,2011
Ryan Cochrane,NE,D,22,19,1,0,1,0,0.06,2011
Daniel Paladini,CHI,M,23,16,1,1,0,1,0.06,2011
Jeb Brovsky,VAN,D,24,16,1,0,1,0,0.06,2011
Mehdi Ballouchy,NY,M,29,17,1,0,0,1,0.06,2011
Charlie Davies,DC,F,26,18,1,0,1,0,0.06,2011
Brad Ring,SJ,D,21,17,1,1,1,0,0.06,2011
Cam Weaver,HOU,F,28,16,1,0,1,0,0.06,2011
Brian Mullan,COL,D,22,19,1,0,0,1,0.05,2011
Will Bruin,SEA,F,25,21,1,0,0,1,0.05,2011
Diego Chaves,CHI,F,29,19,1,1,1,0,0.05,2011
Tony Beltran,RSL,D,22,19,1,1,0,1,0.05,2011
Jorge Villafaña,POR,D,25,24,1,0,0,1,0.05,2011
Michael Umaña,CHV,D,22,21,1,0,1,0,0.05,2011
Rajko Lekic,NE,F,23,22,1,0,0,1,0.05,2011
Chris Wingert,RSL,D,23,22,1,0,1,0,0.05,2011
Jhon Kennedy Hurtado,SEA,D,23,23,1,0,1,0,0.05,2011
Andy Williams,RSL,M,31,20,1,0,0,1,0.05,2011
Bobby Burling,SJ,D,23,23,1,0,0,1,0.04,2011
Will Johnson,ORL,D,25,22,1,0,1,0,0.04,2011
Jámison Olave,RSL,D,24,24,1,0,1,0,0.04,2011
Tyrone Marshall,COL,D,27,24,1,0,0,1,0.04,2011
Cory Gibbs,CHI,D,26,26,1,0,1,0,0.04,2011
Chance Myers,KC,D,28,24,1,0,1,0,0.04,2011
Eddie Gaven,CLB,M,26,26,1,0,0,1,0.04,2011
Juan Pablo Angel,CHV,F,31,26,1,0,1,0,0.04,2011
Alain Rochat,VAN,D,28,27,1,1,1,0,0.04,2011
Bobby Boswell,HOU,D,28,27,1,0,1,0,0.04,2011
Jalil Anibaba,NE,D,29,27,1,0,1,0,0.04,2011
Tim Ream,NY,D,28,28,1,0,0,1,0.04,2011
Nat Borchers,RSL,D,30,30,1,1,1,0,0.04,2011
Omar Gonzalez,USA,D,29,29,1,0,0,1,0.03,2011
George John,DAL,D,31,31,1,0,0,1,0.03,2011
Lovel Palmer,HOU,D,34,31,1,1,1,0,0.03,2011
Eric Brunner,POR,D,32,31,1,0,1,0,0.03,2011
Chad Marshall,SEA,D,32,32,1,0,1,0,0.03,2011
Shalrie Joseph,NE,M,32,32,1,0,1,0,0.03,2011
Drew Moor,TOR,D,32,32,1,0,1,0,0.03,2011
Carlos Valdés,PHI,D,32,32,1,0,1,0,0.03,2011
Kevin Alston,NE,D,33,33,1,0,0,1,0.03,2011
Kosuke Kimura,COL,D,34,34,1,0,1,0,0.03,2011
Jeff Larentowicz,ATL,M,34,34,1,0,1,0,0.03,2011
Devon McTavish,DC,D,0,0,0,0,0,0,0,2011
Mike Banner,CHI,M,0,0,0,0,0,0,0,2011
André Luiz,SJ,M,0,0,0,0,0,0,0,2011
Blaise Nkufo,SEA,F,0,0,0,0,0,0,0,2011
Nick Kounenakis,KC,D,0,0,0,0,0,0,0,2011
Nery Castillo,CHI,F,0,0,0,0,0,0,0,2011
Elbekay Bouchiba,TOR,M,0,0,0,0,0,0,0,2011
Taylor Graham,SEA,D,0,0,0,0,0,0,0,2011
Rodrigo López,POR,M,0,0,0,0,0,0,0,2011
Michael Holody,COL,D,0,0,0,0,0,0,0,2011
Joe Tait,PHI,D,0,0,0,0,0,0,0,2011
Steven Kinney,CHI,D,0,0,0,0,0,0,0,2011
Bryan Leyva,DAL,M,0,0,0,0,0,0,0,2011
Francisco Navas Cobo,HOU,M,0,0,0,0,0,0,0,2011
Jordan Graye,HOU,D,0,0,0,0,0,0,0,2011
Edson Edward,DAL,D,0,0,0,0,0,0,0,2011
Kwame Watson-Siriboe,CHI,D,0,0,0,0,0,0,0,2011
Chukwudi Chijindu,CHV,M,0,0,0,0,0,0,0,2011
Marcos Paullo,NY,M,0,0,0,0,0,0,0,2011
Steven Emory,COL,M,0,0,0,0,0,0,0,2011
Conor Shanosky,DC,M-D,0,0,0,0,0,0,0,2011
Freddie Braun,POR,M,0,0,0,0,0,0,0,2011
Josue Soto,HOU,D-M,0,0,0,0,0,0,0,2011
Ryan Richter,PHI,D,0,0,0,0,0,0,0,2011
Chris Taylor,POR,D,0,0,0,0,0,0,0,2011
Korey Veeder,CLB,D,0,0,0,0,0,0,0,2011
Josh Williams,CLB,D,0,0,0,0,0,0,0,2011
Michael Tetteh,SEA,D,0,0,0,0,0,0,0,2011
Davy Armstrong,COL,M,0,0,0,0,0,0,0,2011
Victor Pineda,CHI,M,0,0,0,0,0,0,0,2011
Dustin McCarty,LA,M,0,0,0,0,0,0,0,2011
Juan Diego González,PHI,D,0,0,0,0,0,0,0,2011
Philippe Davies,VAN,M,0,0,0,0,0,0,0,2011
Andy Adlard,CLB,M,0,0,0,0,0,0,0,2011
Ben Sippola,CLB,M,0,0,0,0,0,0,0,2011
Mike Seamon,SEA,M-F,0,0,0,0,0,0,0,2011
Nicholas Lindsay,TOR,F,0,0,0,0,0,0,0,2011
Junior Carreiro,DC,M,0,0,0,0,0,0,0,2011
Bryan de la Fuente,CHV,F,0,0,0,0,0,0,0,2011
Moises Hernandez,DAL,D,0,0,0,0,0,0,0,2011
Jonathan Top,DAL,F,0,0,0,0,0,0,0,2011
Sacir Hot,NY,D,0,0,0,0,0,0,0,2011
Sean Alvarado,LA,D,0,0,0,0,0,0,0,2011
Spencer Thompson,POR,F,0,0,0,0,0,0,0,2011
Levi Houapeu,PHI,F,0,0,0,0,0,0,0,2011
Konrad Warzycha,KC,M,0,0,0,0,0,0,0,2011
Kevin Ellis,KC,D,0,0,0,0,0,0,0,2011
Alan Koger,NE,F,0,0,0,0,0,0,0,2011
Michael Augustine,NE,M,0,0,0,0,0,0,0,2011
Andrew Sousa,NE,M,0,0,0,0,0,0,0,2011
Tyler Lassiter,NY,D,0,0,0,0,0,0,0,2011
Seth Owusu,CHV,D,0,0,0,0,0,0,0,2011
Eddie Ababio,COL,D,0,0,0,0,0,0,0,2011
Santiago Prim,CLB,M,0,0,0,0,0,0,0,2011
Pari Pantazopoulos,CHI,M,0,0,0,0,0,0,0,2011
Otto Loewy,NE,D,0,0,0,0,0,0,0,2011
Josh Janniere,COL,M,0,0,0,0,0,0,0,2011
Donny Toia,RSL,D,0,0,0,0,0,0,0,2011
Teddy Schneider,NY,D,0,0,0,0,0,0,0,2011
Nico Muñiz,RSL,M,0,0,0,0,0,0,0,2011
Aaron Horton,CLB,F,1,0,0,0,0,0,0,2011
Ryan Kinne,NE,M,1,0,0,0,0,0,0,2011
Demitrius Omphroy,TOR,D,1,0,0,0,0,0,0,2011
Mike Jones,KC,D,1,0,0,0,0,0,0,2011
Leandre Griffit,CLB,M,1,0,0,0,0,0,0,2011
Brian Nielsen,NY,M,1,0,0,0,0,0,0,2011
Peterson Joseph,KC,M,1,0,0,0,0,0,0,2011
Amadou Sanyang,SEA,D,1,0,0,0,0,0,0,2011
Victor Ulloa,CIN,M,1,0,0,0,0,0,0,2011
Chris Agorsor,PHI,F,1,0,0,0,0,0,0,2011
Morgan Langley,PHI,M,1,0,0,0,0,0,0,2011
Cole Grossman,CLB,M,2,0,0,0,0,0,0,2011
Ryan Thomas,LA,D,1,0,0,0,0,0,0,2011
Omar Jasseh,SJ,M,1,0,0,0,0,0,0,2011
Lawrence Olum,MIN,D,1,0,0,0,0,0,0,2011
Gabriel Ferrari,CHI,F,3,0,0,0,0,0,0,2011
Marko Maric,CHI,M,1,0,0,0,0,0,0,2011
Edmundo Zura,SJ,F,1,0,0,0,0,0,0,2011
Kyle Davies,DAL,D,1,0,0,0,0,0,0,2011
Miguel Montaño,SEA,F,2,0,0,0,0,0,0,2011
Corey Hertzog,NY,F,5,0,0,0,0,0,0,2011
Shavar Thomas,KC,D,3,0,0,0,0,0,0,2011
Brandon Barklage,DC,D,4,0,0,0,0,0,0,2011
Soony Saad,KC,F,4,0,0,0,0,0,0,2011
Matt Gold,TOR,D,3,0,0,0,0,0,0,2011
Keith Makubuya,TOR,F,1,0,0,0,0,0,0,2011
Davis Paul,CHI,F,1,1,0,0,0,0,0,2011
Maxwell Griffin,SJ,F,4,0,0,0,0,0,0,2011
John Rooney,NY,M,5,0,0,0,0,0,0,2011
Carl Robinson,NY,M,2,0,0,0,0,0,0,2011
Andrew Wiedeman,DAL,F,3,0,0,0,0,0,0,2011
Tristan Bowen,CHV,F,3,0,0,0,0,0,0,2011
Matt Luzunaris,SJ,F,6,0,0,0,0,0,0,2011
Cody Arnoux,RSL,F,2,0,0,0,0,0,0,2011
Ilija Stolica,NE,F,2,0,0,0,0,0,0,2011
Matt Kassel,NY,D-M,2,0,0,0,0,0,0,2011
Scott Lorenz,KC,D,1,1,0,0,0,0,0,2011
Alex Dixon,ROC,M,7,0,0,0,0,0,0,2011
Jack McBean,LA,F,1,1,0,0,0,0,0,2011
Korede Aiyegbusi,KC,D,3,1,0,0,0,0,0,2011
Artur Aghasyan,RSL,F,4,1,0,0,0,0,0,2011
Sammy Ochoa,SEA,F,4,0,0,0,0,0,0,2011
Daneil Cyrus,KC,D,2,1,0,0,0,0,0,2011
David Estrada,SEA,M-F,3,1,0,0,0,0,0,2011
Kheli Dube,NE,F,5,0,0,0,0,0,0,2011
Hector Jimenez,CLB,M,2,1,0,0,0,0,0,2011
Dan Keat,LA,M,5,1,0,0,0,0,0,2011
Macoumba Kandji,COL,F,9,1,0,0,0,0,0,2011
Branko Boskovic,DC,M,4,1,0,0,0,0,0,2011
Kevin Harmse,VAN,M,3,1,0,0,0,0,0,2011
Alexandre Morfaw,VAN,M,2,1,0,0,0,0,0,2011
Zach Pfeffer,PHI,M,3,2,0,0,0,0,0,2011
Michael Nanchoff,VAN,M,5,1,0,0,0,0,0,2011
Oscar Cordon,TOR,M,4,1,0,0,0,0,0,2011
Peter Lowry,POR,M,3,2,0,0,0,0,0,2011
Eddie Robinson,HOU,D,2,2,0,0,0,0,0,2011
Maykel Galindo,DAL,F,6,1,0,0,0,0,0,2011
Ousmane Dabo,NE,M,3,3,0,0,0,0,0,2011
